Timestamp,Source Port,Destination Port,Packet Length,Anomaly Scores,Hour,DayOfWeek,Month,Packet_Length_Log,Severity Level_encoded,Packet_Size_Category_encoded,TimeOfDay_encoded,Protocol_TCP,Protocol_UDP,Packet Type_Data,Traffic Type_FTP,Traffic Type_HTTP,Attack Type_Intrusion,Attack Type_Malware,Attack Signature_Known Pattern B,Action Taken_Ignored,Action Taken_Logged,Network Segment_Segment B,Network Segment_Segment C,Log Source_Server,Source_IP_Type_Public,Dest_IP_Type_Public,Source_Port_Category_Registered,Dest_Port_Category_Registered
2020-07-08 08:08:54,18768.0,8138.0,521.0,60.57,8,2,7,6.257667587882639,0,0,2,True,False,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True
2023-09-23 19:07:33,41615.0,15184.0,1346.0,67.73,19,5,9,7.205635176410364,1,0,1,False,False,True,True,False,True,False,False,False,False,False,False,True,True,True,True,True
2022-05-22 03:10:27,34512.0,40467.0,1311.0,75.16,3,6,5,7.179307969504034,2,0,3,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,True,True
2022-06-04 20:45:18,28975.0,5960.0,117.0,75.46,20,5,6,4.770684624465665,1,1,1,False,True,False,True,False,False,True,True,False,True,True,False,True,True,True,True,True
2022-12-29 23:42:12,46111.0,15554.0,1271.0,49.03,23,3,12,7.148345743900068,2,0,1,True,False,False,False,True,False,True,True,False,True,False,True,False,True,True,True,True
2023-03-14 07:27:32,5032.0,1068.0,308.0,85.28,7,1,3,5.733341276897746,2,1,2,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True
2021-02-13 16:45:36,58316.0,54095.0,545.0,6.44,16,5,2,6.302618975744905,2,0,0,True,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False
2021-05-23 16:29:26,26896.0,45972.0,572.0,22.17,16,6,5,6.35088571671474,1,0,0,False,True,False,False,False,False,False,True,True,False,True,False,True,True,True,True,True
2022-12-01 08:47:07,1031.0,40417.0,1474.0,29.66,8,3,12,7.29641326877392,1,0,2,True,False,False,False,True,False,False,True,False,True,False,False,False,True,True,True,True
2022-07-21 20:33:30,57124.0,48417.0,1363.0,10.75,20,3,7,7.218176838403408,0,0,1,False,True,True,True,False,True,False,False,False,False,False,False,True,True,True,False,True
2023-06-09 05:57:13,32979.0,3852.0,443.0,42.14,5,4,6,6.095824562432225,0,1,3,False,True,True,False,False,False,True,True,True,False,False,False,True,True,True,True,True
2020-04-10 18:21:31,59738.0,44531.0,1026.0,77.73,18,4,4,6.934397209928558,1,0,0,True,False,True,True,False,False,False,True,False,True,False,False,False,True,True,False,True
2023-05-16 13:01:56,25022.0,6593.0,554.0,97.82,13,1,5,6.318968113746434,0,0,0,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True
2020-10-08 04:34:34,10584.0,23178.0,649.0,83.36,4,3,10,6.476972362889683,0,0,3,False,False,True,False,True,True,False,False,False,False,False,True,True,True,True,True,True
2021-08-20 14:42:57,23934.0,57206.0,1378.0,40.71,14,4,8,7.229113877793302,2,0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,False
2021-05-08 04:56:17,57819.0,10509.0,107.0,1.33,4,5,5,4.68213122712422,0,1,3,False,False,True,False,True,False,False,True,True,False,False,False,False,True,True,False,True
2023-01-18 01:12:24,49005.0,19289.0,317.0,56.92,1,2,1,5.762051382780177,1,1,3,False,False,True,False,True,False,False,False,True,False,False,False,True,True,True,True,True
2021-04-16 12:48:40,56497.0,23998.0,875.0,0.9,12,4,4,6.775366090936392,0,0,2,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True
2022-04-28 14:18:26,32348.0,12619.0,576.0,77.7,14,3,4,6.3578422665081,1,0,0,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True
2023-02-20 06:41:55,23870.0,21385.0,619.0,67.56,6,0,2,6.429719478039138,0,0,3,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,True
2020-12-13 02:43:04,46895.0,63852.0,1224.0,91.82,2,6,12,7.110696122978827,2,0,3,True,False,True,False,True,False,True,False,False,True,False,True,True,True,True,True,False
2022-08-20 07:46:57,11468.0,31398.0,632.0,50.13,7,5,8,6.450470422144176,1,0,2,True,False,True,True,False,False,True,False,False,True,False,True,False,True,True,True,True
2022-05-23 04:50:39,30954.0,3615.0,670.0,41.53,4,0,5,6.508769136971682,1,0,3,False,True,False,False,True,True,False,True,False,False,False,False,True,True,True,True,True
2020-01-12 11:01:33,59009.0,28541.0,88.0,91.21,11,6,1,4.48863636973214,0,1,2,False,False,True,False,True,False,False,True,False,False,False,True,True,True,True,False,True
2021-03-24 09:50:44,38169.0,9878.0,1497.0,82.8,9,2,3,7.311886164077165,1,0,2,True,False,False,False,True,False,True,True,True,False,False,True,True,True,True,True,True
2020-01-12 19:33:29,35384.0,2184.0,304.0,78.85,19,6,1,5.720311776607412,0,1,1,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,True,True
2021-10-08 21:42:19,22371.0,4914.0,1001.0,50.69,21,4,10,6.90975328164481,1,0,1,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,True,True
2022-08-17 19:20:40,10510.0,4024.0,1352.0,75.3,19,2,8,7.210079628170788,0,0,1,False,True,True,False,True,False,True,False,False,True,True,False,True,True,True,True,True
2022-08-17 02:04:53,57482.0,1091.0,548.0,33.08,2,2,8,6.3080984415095305,1,0,3,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True
2020-03-10 04:31:21,7703.0,19110.0,1114.0,7.27,4,1,3,7.016609683894219,0,0,3,False,True,True,False,False,True,False,False,False,True,True,False,True,True,True,True,True
2022-11-20 17:53:28,33992.0,31136.0,149.0,76.68,17,6,11,5.0106352940962555,1,1,0,True,False,True,False,False,False,False,True,True,False,False,False,True,True,True,True,True
2022-11-17 22:12:24,55666.0,4791.0,548.0,36.22,22,3,11,6.3080984415095305,2,0,1,True,False,True,True,False,True,False,True,False,True,False,True,False,True,True,False,True
2022-01-08 09:48:37,20947.0,24568.0,1106.0,13.36,9,5,1,7.009408932708637,0,0,2,False,True,False,False,True,False,True,False,False,True,False,True,False,True,True,True,True
2020-03-03 01:54:03,38322.0,33655.0,1290.0,69.01,1,1,3,7.1631723908466425,1,0,3,False,True,False,True,False,True,False,True,True,False,True,False,True,True,True,True,True
2021-02-15 05:17:05,15973.0,29809.0,190.0,4.74,5,0,2,5.25227342804663,0,1,3,False,True,True,False,False,False,False,True,False,True,False,False,False,True,True,True,True
2020-09-13 01:49:45,5107.0,60905.0,995.0,51.66,1,6,9,6.903747257584598,0,0,3,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False
2022-12-25 07:20:06,15067.0,58291.0,1342.0,83.86,7,6,12,7.202661196523238,0,0,2,True,False,False,False,True,True,False,False,False,False,True,False,False,True,True,True,False
2021-01-27 22:49:34,18782.0,24516.0,722.0,79.61,22,2,1,6.583409222158765,2,0,1,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,True,True
2023-05-30 17:14:15,44364.0,53766.0,1181.0,14.95,17,1,5,7.074963197966044,1,0,0,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,True,False
2020-06-30 01:24:54,11307.0,36569.0,907.0,12.1,1,1,6,6.811244378601294,2,0,3,True,False,False,False,False,False,True,True,False,True,True,False,False,True,True,True,True
2020-07-07 03:50:24,62568.0,27834.0,1427.0,3.33,3,1,7,7.2640301428995295,0,0,3,False,False,True,False,True,True,False,False,True,False,True,False,True,True,True,False,True
2020-03-18 07:33:47,16019.0,14834.0,793.0,18.93,7,2,3,6.677083461247136,1,0,2,False,True,False,False,True,True,False,False,False,False,True,False,True,True,True,True,True
2020-03-09 20:24:39,54052.0,10368.0,686.0,96.83,20,0,3,6.532334292222349,1,0,1,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,True
2023-07-07 19:15:20,40014.0,9720.0,1092.0,82.75,19,4,7,6.996681488176539,1,0,1,False,True,True,False,False,True,False,False,False,True,False,True,False,True,True,True,True
2022-12-25 22:00:40,55034.0,52843.0,492.0,88.16,22,6,12,6.20050917404269,0,1,1,False,True,True,False,True,True,False,True,False,True,False,False,True,True,True,False,False
2021-04-12 15:06:50,31548.0,18263.0,811.0,45.33,15,0,4,6.699500340161678,2,0,0,False,True,True,True,False,False,True,True,False,False,False,True,True,True,True,True,True
2021-04-20 21:58:18,14156.0,14806.0,1444.0,91.08,21,1,4,7.275864600546533,1,0,1,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,True,True
2023-06-06 06:31:08,7828.0,38216.0,423.0,45.27,6,1,6,6.049733455231958,1,1,3,False,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True
2021-07-11 05:34:04,53318.0,29162.0,744.0,51.59,5,6,7,6.61338421837956,1,0,3,True,False,True,False,True,False,True,True,True,False,False,False,False,True,True,False,True
2020-12-24 16:18:22,15743.0,33364.0,173.0,73.69,16,3,12,5.159055299214529,1,1,0,True,False,False,False,True,True,False,False,True,False,False,True,True,True,True,True,True
2023-09-13 02:42:05,27274.0,28937.0,340.0,27.25,2,2,9,5.831882477283517,0,1,3,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,True,True
2023-01-23 09:24:38,13393.0,3334.0,1082.0,81.43,9,0,1,6.9874902470009905,1,0,2,False,False,False,True,False,False,True,False,False,True,False,False,True,True,True,True,True
2022-04-05 01:54:33,35332.0,61817.0,876.0,89.28,1,1,4,6.776506992372183,1,0,3,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False
2020-09-30 07:06:33,47821.0,52974.0,1319.0,43.95,7,2,9,7.1853870155804165,2,0,2,False,True,True,False,False,True,False,False,True,False,True,False,False,True,True,True,False
2023-08-06 09:00:12,4384.0,31482.0,976.0,1.31,9,6,8,6.884486652042782,2,0,2,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True
2022-11-20 04:12:04,27807.0,53451.0,985.0,98.14,4,6,11,6.893656354602635,0,0,3,False,True,False,False,True,False,True,True,False,True,False,False,True,True,True,True,False
2020-03-17 07:02:13,39737.0,17067.0,902.0,84.95,7,1,3,6.805722553416985,2,0,2,False,False,True,True,False,False,True,False,False,True,True,False,False,True,True,True,True
2020-08-08 23:19:34,16224.0,48472.0,889.0,14.56,23,5,8,6.7912214627261855,2,0,1,False,True,False,False,True,False,True,True,False,False,False,True,False,True,True,True,True
2022-03-21 14:41:34,31907.0,51180.0,1492.0,31.8,14,0,3,7.30854279753919,2,0,0,True,False,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False
2023-02-13 19:15:26,26586.0,17971.0,787.0,3.7,19,0,2,6.669498089857879,1,0,1,False,True,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True
2022-10-13 04:35:33,25179.0,13739.0,1070.0,97.64,4,3,10,6.976348070447749,2,0,3,False,False,False,False,True,True,False,True,False,True,False,True,True,True,True,True,True
2021-11-24 20:11:15,47513.0,9156.0,1455.0,58.19,20,2,11,7.283448228756631,0,0,1,False,True,False,True,False,False,False,False,True,False,False,True,False,True,True,True,True
2021-12-31 11:46:47,12215.0,50585.0,640.0,10.44,11,4,12,6.46302945692067,2,0,2,True,False,False,False,True,True,False,False,False,False,False,True,True,True,True,True,False
2021-10-25 04:23:15,19199.0,27928.0,1178.0,5.39,4,0,10,7.072421900537371,0,0,3,False,False,True,False,True,False,True,True,True,False,False,True,True,True,True,True,True
2022-04-25 20:26:30,26123.0,7023.0,158.0,91.79,20,0,4,5.0689042022202315,2,1,1,False,False,True,False,True,True,False,False,True,False,True,False,True,True,True,True,True
2022-03-17 23:44:57,22345.0,60531.0,1409.0,70.26,23,3,3,7.251344983372214,1,0,1,False,False,True,True,False,True,False,True,True,False,False,True,True,False,True,True,False
2022-11-03 14:58:44,55305.0,60529.0,866.0,86.55,14,3,11,6.7650389767805414,2,0,0,False,True,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False
2023-03-31 19:19:56,48262.0,22039.0,343.0,11.11,19,4,3,5.840641657373398,2,1,1,True,False,True,False,True,False,True,True,False,False,False,True,False,True,True,True,True
2020-11-22 13:01:36,22623.0,16469.0,531.0,71.02,13,6,11,6.2766434893416445,1,0,0,False,False,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True
2020-04-05 09:55:48,28872.0,35773.0,1387.0,51.68,9,6,4,7.23561914106675,2,0,2,False,False,False,False,False,False,True,True,True,False,False,True,False,True,True,True,True
2020-12-09 14:27:45,33910.0,47951.0,715.0,43.23,14,2,12,6.573680166960646,0,0,0,True,False,False,False,True,False,False,False,True,False,False,True,False,True,True,True,True
2022-10-30 05:51:47,42864.0,48696.0,765.0,47.31,5,6,10,6.641182169740591,1,0,3,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True
2020-10-18 14:09:21,52040.0,21434.0,646.0,77.67,14,6,10,6.472346294500901,1,0,0,True,False,True,False,False,True,False,True,True,False,False,True,True,True,True,False,True
2023-07-07 17:18:58,48973.0,47133.0,1142.0,20.66,17,4,7,7.04141166379481,1,0,0,True,False,False,False,True,True,False,True,True,False,False,False,True,True,True,True,True
2023-07-10 14:54:07,8137.0,20031.0,1005.0,90.92,14,0,7,6.913737350659685,1,0,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,True,True
2022-06-18 23:08:42,55509.0,5152.0,984.0,64.89,23,5,6,6.892641641172089,1,0,1,False,False,True,True,False,False,False,False,False,True,True,False,True,True,True,False,True
2023-08-11 09:21:02,41801.0,19629.0,512.0,77.07,9,4,8,6.240275845170769,1,1,2,False,True,True,False,True,True,False,False,False,False,False,False,True,True,True,True,True
2021-10-03 00:19:39,62889.0,50054.0,1191.0,53.38,0,6,10,7.083387847625295,1,0,4,False,True,True,False,False,True,False,False,False,True,True,False,True,True,True,False,False
2023-06-28 04:34:40,45613.0,2799.0,527.0,22.74,4,2,6,6.269096283706261,0,0,3,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True
2021-01-04 15:33:58,59752.0,42693.0,1388.0,81.87,15,0,1,7.236339342754344,0,0,0,True,False,False,True,False,False,True,True,False,False,True,False,False,True,True,False,True
2023-08-19 16:40:19,51523.0,35455.0,425.0,98.62,16,5,8,6.054439346269371,0,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True
2023-08-11 07:44:05,13158.0,15042.0,491.0,14.41,7,4,8,6.198478716492308,0,1,2,False,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,True
2023-03-13 10:14:12,18221.0,25776.0,668.0,41.28,10,0,3,6.505784060128229,2,0,2,False,False,False,False,True,False,False,True,True,False,False,False,True,True,True,True,True
2021-01-31 02:34:53,23041.0,49310.0,1127.0,36.28,2,6,1,7.028201432058005,0,0,3,True,False,True,False,False,False,False,True,False,True,True,False,False,True,True,True,False
2020-10-08 04:36:39,62891.0,50690.0,1292.0,61.3,4,3,10,7.164720378771857,0,0,3,True,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False
2020-07-15 06:22:35,2887.0,60489.0,1026.0,36.95,6,2,7,6.934397209928558,2,0,3,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False
2020-03-24 05:59:35,40397.0,45649.0,712.0,55.44,5,1,3,6.569481420414296,0,0,3,True,False,False,True,False,True,False,True,False,True,False,False,False,True,True,True,True
2021-12-20 10:55:41,54438.0,5822.0,1310.0,69.73,10,0,12,7.1785454837637,2,0,2,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True
2022-08-19 13:09:54,20302.0,11700.0,1409.0,2.88,13,4,8,7.251344983372214,2,0,0,False,True,True,False,True,True,False,False,False,True,False,True,True,True,True,True,True
2021-12-22 06:08:21,33051.0,29949.0,939.0,23.53,6,2,12,6.84587987526405,2,0,3,False,True,True,False,True,False,False,True,False,False,True,False,False,True,True,True,True
2023-06-21 00:16:10,39597.0,14517.0,361.0,97.16,0,2,6,5.8916442118257715,1,1,4,False,True,False,False,False,True,False,True,False,False,True,False,True,True,True,True,True
2021-10-20 10:04:33,58860.0,54145.0,723.0,32.02,10,2,10,6.584791392385716,2,0,2,False,False,False,True,False,False,True,True,True,False,False,False,False,True,True,False,False
2022-05-29 09:29:50,63422.0,60576.0,1409.0,2.26,9,6,5,7.251344983372214,2,0,2,True,False,True,False,False,False,True,True,False,False,True,False,False,True,True,False,False
2022-04-26 14:58:11,16307.0,12755.0,354.0,10.59,14,1,4,5.872117789475416,1,1,0,False,False,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True
2023-07-25 05:14:41,30570.0,50212.0,876.0,4.38,5,1,7,6.776506992372183,2,0,3,False,True,False,True,False,False,True,False,False,True,True,False,True,True,True,True,False
2023-08-17 00:55:44,25983.0,4283.0,254.0,75.09,0,3,8,5.541263545158426,1,1,4,False,True,True,False,True,False,False,False,True,False,False,True,True,True,True,True,True
2022-06-07 09:29:05,58743.0,25449.0,1100.0,28.13,9,1,6,7.00397413672268,1,0,2,False,True,True,True,False,True,False,False,False,False,False,False,False,True,True,False,True
2021-10-24 19:49:55,52181.0,46157.0,574.0,26.7,19,6,10,6.354370040797351,1,0,1,True,False,True,True,False,False,False,False,True,False,False,False,True,True,True,False,True
2023-03-31 16:02:15,7193.0,39284.0,167.0,98.88,16,4,3,5.123963979403259,1,1,0,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,True,True
2023-02-02 22:53:53,13042.0,10486.0,814.0,81.92,22,3,2,6.703188113240863,1,0,1,False,True,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True
2022-10-20 14:11:36,29637.0,50534.0,121.0,31.48,14,3,10,4.804021044733257,0,1,0,False,True,True,True,False,False,True,False,True,False,False,False,False,True,True,True,False
2023-06-11 18:05:49,65102.0,45442.0,863.0,60.18,18,6,6,6.761572768804055,1,0,0,False,True,False,False,True,False,True,True,True,False,False,True,True,True,True,False,True
2021-01-28 14:22:51,37151.0,12711.0,187.0,70.62,14,3,1,5.236441962829949,0,1,0,False,False,True,False,True,True,False,True,False,True,False,True,True,True,True,True,True
2022-07-28 12:21:47,51862.0,11423.0,1347.0,81.66,12,3,7,7.206377291472252,0,0,2,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,False,True
2023-09-08 16:35:04,54995.0,28483.0,709.0,70.34,16,4,9,6.565264970035361,2,0,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False,True
2021-08-22 15:05:02,42812.0,8453.0,591.0,1.19,15,6,8,6.3835066348840055,1,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True,True
2021-08-20 11:49:10,16640.0,37110.0,1043.0,20.86,11,4,8,6.950814768442584,2,0,2,True,False,True,False,False,False,True,False,True,False,True,False,True,True,True,True,True
2021-06-03 18:53:00,5626.0,53262.0,226.0,46.97,18,3,6,5.424950017481403,1,1,0,False,True,False,True,False,False,False,True,False,True,True,False,False,True,True,True,False
2021-03-19 20:59:42,49851.0,27301.0,631.0,23.82,20,4,3,6.448889394146858,0,0,1,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,True
2020-03-09 06:51:16,13197.0,54254.0,609.0,56.0,6,0,3,6.413458957167357,2,0,3,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,True,False
2021-02-08 00:59:54,51264.0,36338.0,1132.0,15.8,0,0,2,7.0326242610280065,0,0,4,False,False,True,False,True,True,False,True,True,False,False,False,True,False,True,False,True
2023-01-28 18:14:52,63406.0,8837.0,941.0,51.0,18,5,1,6.848005274576363,0,0,0,False,False,True,True,False,False,False,True,False,True,False,True,False,True,True,False,True
2021-06-30 00:40:16,46797.0,24409.0,525.0,28.61,0,2,6,6.26530121273771,0,0,4,False,False,True,False,True,True,False,True,False,True,True,False,False,True,True,True,True
2020-04-02 01:13:58,1753.0,16107.0,706.0,68.84,1,3,4,6.561030665896573,1,0,3,False,True,False,False,True,True,False,True,False,True,True,False,False,True,True,True,True
2022-04-08 10:28:48,59666.0,17863.0,1438.0,61.62,10,4,4,7.271703706887368,1,0,2,False,True,False,False,False,False,False,True,False,True,True,False,True,True,True,False,True
2020-03-21 04:09:20,45243.0,43947.0,558.0,64.44,4,5,3,6.326149473155099,2,0,3,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,True
2023-06-30 09:31:21,63488.0,7024.0,1485.0,11.94,9,4,6,7.303843225277705,1,0,2,False,False,True,False,False,False,False,True,True,False,False,True,False,True,True,False,True
2020-09-08 00:32:36,26653.0,61828.0,1103.0,91.04,0,1,9,7.00669522683704,0,0,4,False,True,False,False,False,True,False,False,True,False,True,False,True,True,True,True,False
2021-01-18 23:39:36,16791.0,13072.0,192.0,83.16,23,0,1,5.262690188904886,0,1,1,False,False,True,True,False,False,False,False,False,True,True,False,True,True,True,True,True
2022-04-25 15:58:13,23731.0,61767.0,1307.0,52.98,15,0,4,7.176254532017144,0,0,0,False,True,True,False,False,False,False,True,True,False,False,False,False,True,True,True,False
2020-03-19 04:35:54,21488.0,29508.0,882.0,20.25,4,3,3,6.78332520060396,0,0,3,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True
2022-12-10 16:08:51,13374.0,61256.0,1364.0,78.06,16,5,12,7.21890970761906,2,0,0,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,False
2022-06-30 11:44:53,53218.0,46503.0,1368.0,0.12,11,3,6,7.221835825288449,1,0,2,True,False,True,True,False,True,False,True,False,True,False,True,False,True,True,False,True
