@relation water_quality_potability

@attribute ph numeric
@attribute Hardness numeric
@attribute Solids numeric
@attribute Chloramines numeric
@attribute Sulfate numeric
@attribute Conductivity numeric
@attribute Organic_carbon numeric
@attribute Trihalomethanes numeric
@attribute Turbidity numeric
@attribute Potability {0,1}

@data
7.059229,195.300651,21768.759215,7.016634,333.841658,422.79295,14.428822,66.566811,3.902313,0
7.049844,195.961597,21906.687598,7.005425,333.281069,426.600906,14.016819,66.853148,4.032838,1
7.075689,197.139083,22314.088521,7.139806,333.79884,429.265347,14.002497,66.526713,4.018298,0
7.200422,197.679359,21297.51807,7.030782,335.337288,422.883823,14.308236,66.481932,3.973947,0
7.107901,196.433169,21860.575503,7.01543,334.710039,438.714344,14.283347,65.967416,3.920531,0
7.094771,196.528163,21979.443846,7.15876,330.243493,425.205949,14.319924,67.067066,3.949265,1
7.074028,193.309876,21533.331301,7.291853,334.499547,423.014966,14.440127,65.522795,4.06544,1
7.083723,192.449219,22484.04206,7.374515,334.002151,430.985494,14.39315,67.618221,4.024251,1
7.205799,193.84478,21981.417843,7.078914,335.147985,417.901464,14.391097,65.465942,3.908858,1
7.183213,194.617558,22278.982536,7.162176,333.321065,421.876939,14.45016,66.917541,4.035727,1
6.510856,223.860622,15147.171464,7.667533,389.391148,437.051364,12.085026,52.339075,4.225608,1
7.08628,195.443119,21466.678473,7.136138,333.946548,428.999959,14.173429,66.399705,3.93964,0
7.135392,195.548057,22157.491389,7.062657,333.314363,431.565121,14.690794,65.082393,3.949358,0
7.203584,194.553867,22307.504126,7.032338,333.511827,427.498447,14.35621,66.083822,3.951985,1
7.151206,192.888867,21925.418485,7.342494,327.210035,420.728863,14.3985,66.191215,3.983258,1
6.972871,194.72066,22144.056755,7.164672,330.948836,423.114089,14.604473,67.249146,3.922564,1
6.985844,193.924979,22380.585546,7.204409,335.489876,427.684973,14.266451,67.647272,3.988206,1
6.862936,220.147889,23580.65729,6.611543,285.192181,325.721747,13.472758,89.412935,3.806093,0
7.167756,196.317632,21555.39776,7.111056,336.350221,427.779684,14.500157,66.964996,3.997712,0
6.966118,196.021794,21351.26126,7.125619,333.729613,421.865662,14.430215,66.583774,3.996058,0
7.13094,194.097485,22359.087275,7.222002,333.541192,422.445424,14.41444,67.873972,3.92078,1
7.144202,195.182434,22032.059421,7.248523,334.775989,432.225668,14.304218,68.230446,3.971166,1
7.14157,193.879475,21006.437863,7.042547,335.694018,434.800337,14.611732,66.9089,3.973041,0
4.997771,280.082411,26849.194735,6.130757,374.232961,297.61154,15.571571,70.560275,3.404633,1
7.113898,195.225247,22678.942362,7.110185,334.743633,420.401019,14.204116,66.782908,3.955747,1
7.236264,195.911328,22171.097238,7.180056,334.401429,435.324949,14.264652,67.373755,4.029686,1
7.12006,194.753203,21006.15138,7.163042,333.263982,427.632367,14.499146,66.430614,3.970524,0
7.275743,196.97325,21227.858145,7.030105,337.20445,422.118903,14.397254,66.106806,3.974379,0
7.13323,195.757072,22075.587631,7.252955,327.49455,428.598008,14.249761,66.220783,3.937278,1
7.248008,197.712791,21783.714361,7.078983,333.825672,431.947574,14.114098,67.610478,4.016958,0
9.752703,269.640378,10194.325411,7.978044,298.082462,580.003534,12.562615,51.353052,3.42211,1
7.194186,191.95634,22032.556212,7.143602,325.869631,424.673783,14.134437,66.3043,3.969966,1
6.883004,198.535589,22314.870179,7.110388,336.432224,428.361212,14.512168,67.288636,3.949532,0
7.091185,199.732095,22350.380134,7.240035,334.821632,426.531906,14.270183,65.862674,4.004096,1
6.966835,158.043065,12256.678287,7.105619,371.517435,382.443863,14.40808,78.100735,2.957441,0
6.998332,194.802441,21545.340066,7.154618,333.842782,420.164275,14.464724,64.937687,3.870123,0
7.064778,194.605556,21482.887356,7.09541,332.567555,434.877199,14.10753,66.776597,3.929493,0
7.062584,195.066569,22027.90017,7.23556,331.456233,431.909599,14.615788,66.626199,4.023472,1
7.150434,198.009503,21576.515121,7.069124,332.605743,433.011153,14.106672,66.678596,4.003783,0
7.145154,196.780959,22810.539837,7.179228,327.774774,423.903886,14.170949,66.188068,3.964786,1
7.135984,194.578391,21853.088356,7.017572,333.201273,421.997405,14.345647,67.080207,3.9784,1
7.121092,197.331568,21328.814774,7.026306,332.605652,432.724147,14.533346,66.135157,4.020158,0
7.046559,195.556125,21389.946527,7.061172,333.87094,425.176402,14.29112,67.156083,3.946564,0
7.124932,196.181944,22458.595069,6.978631,332.181376,425.488852,13.963034,65.17477,3.945363,0
7.089165,196.34594,22274.09289,7.204461,332.985369,432.8085,14.190768,66.662699,4.016625,0
7.143487,195.511174,22518.209833,7.25994,328.54129,422.501952,14.46334,66.129784,3.98986,1
6.100245,160.60823,13886.809713,7.542775,366.688795,449.948287,18.72286,64.390521,2.174898,1
7.122741,197.543388,21543.214186,7.197169,330.490243,421.736788,14.139982,66.503312,3.965701,1
7.153755,194.84114,22247.34664,7.027841,334.089666,431.269018,14.499682,65.759821,3.980198,0
6.795469,187.78302,15300.838671,7.486598,316.956934,498.665928,19.600429,55.401113,5.163088,1
7.117978,196.13485,21227.477947,7.133657,333.450245,424.170248,14.381816,66.741228,3.952643,0
7.01335,199.742086,22520.832122,7.114292,334.649979,422.071536,14.202921,66.02746,3.937698,1
7.106824,193.477418,22116.71093,7.193755,331.071372,419.330479,14.202857,66.282506,3.969945,1
5.323816,232.36858,37625.75268,8.879823,380.576472,580.8977,12.293803,55.310019,2.880722,0
7.092429,194.36566,22716.329201,7.222685,329.972675,427.185732,14.219823,67.604665,4.04942,1
8.288765,211.452744,11234.041471,6.38551,360.843311,525.088611,15.098571,62.999999,3.580523,0
7.116143,196.936985,21556.849316,7.205674,333.643319,421.202768,14.671125,65.691524,3.999562,1
9.066628,203.384123,22710.458374,5.962837,321.585936,496.161452,18.367621,76.41651,4.055421,0
7.114241,195.374516,22106.261676,7.224492,332.339044,433.668586,14.093626,65.694026,3.935288,1
7.102049,192.784413,22116.738552,7.00589,331.295417,433.135668,14.347065,67.65389,3.93482,1
5.62482,215.822873,9028.760345,9.256098,274.292305,340.648393,10.680673,72.48745,4.355489,1
7.106687,195.571266,22118.530087,7.111331,330.554489,428.946335,14.000794,66.382704,4.050671,1
7.074929,192.769913,22589.596854,7.193905,335.233893,425.586177,14.270836,66.227173,3.937745,1
7.007749,193.484569,22683.382732,7.097489,333.688,432.371192,14.361765,66.30283,3.996744,0
9.564853,251.806665,17156.336705,6.25318,346.705209,410.32243,18.627126,82.955872,3.182805,0
11.491011,94.812545,37188.826022,9.263166,258.9306,439.893618,16.172755,41.558501,4.369264,1
7.074633,196.645838,21132.318727,7.181813,335.40557,427.945088,14.316684,67.271658,3.881085,0
7.129974,194.303561,22113.857163,7.105027,331.40388,430.542297,14.353894,66.693036,3.986257,1
7.10516,197.737167,21819.476439,7.240385,332.144173,421.041227,14.429234,66.669565,3.985003,1
7.126118,195.390108,21840.476707,7.108267,329.816014,422.048386,14.4982,66.25297,3.910115,0
7.357296,196.646783,22284.297304,7.287725,331.270351,422.979018,14.053622,66.766369,3.946547,1
7.043825,195.278103,21636.616907,7.145531,331.083928,426.9687,14.416694,65.390898,3.932752,0
7.189372,199.711617,21854.07108,7.27813,326.025411,426.284465,14.566524,66.621916,4.007746,1
6.912739,193.206291,21911.151054,7.113421,334.12448,428.846513,14.141414,66.5042,3.913356,0
5.830542,165.467025,30021.257079,8.433097,334.397777,494.154505,16.666613,69.580253,5.192117,0
7.134029,195.226332,20781.578818,7.040883,333.246303,424.296116,14.525216,66.190899,3.902283,0
7.08083,198.755397,20991.443565,7.093512,331.953951,423.120513,14.378365,66.317648,3.997237,0
6.825647,176.841063,12838.914373,5.792425,393.798648,447.289115,15.821346,104.230949,2.80448,0
7.065895,194.430497,21211.416724,7.011672,332.334097,432.390203,14.629783,66.799314,3.934115,0
7.01359,197.214312,22545.736266,7.173149,332.483885,427.179448,14.096884,67.730559,4.049121,1
4.814136,205.214041,17650.405049,8.12108,350.487939,414.030709,10.999416,47.402666,5.190852,0
6.95701,197.126501,21982.123833,7.130923,338.059778,426.731771,14.614266,65.794824,3.971949,0
5.654119,171.751551,16431.204897,7.283454,387.904632,419.097306,11.814852,86.308236,3.466264,1
7.053218,195.268699,21400.862718,7.181801,330.303772,422.717303,14.085137,66.706527,3.937474,1
7.200751,196.854334,22177.818286,7.244811,332.371746,422.73886,14.422958,67.200833,4.003713,1
7.123968,196.786178,22785.127123,7.304746,334.461909,420.00886,14.425597,66.388116,4.026434,1
7.176159,196.992915,22201.457505,6.969985,337.806166,422.355522,14.524861,66.235871,3.948446,0
6.10676,211.454489,39430.307823,8.316897,348.776719,389.59144,12.896953,85.358049,3.924967,0
7.065788,196.153108,22747.699408,7.168776,331.098144,419.221961,14.384098,66.794797,3.993807,1
7.044555,196.993136,22542.425205,7.298281,332.523118,422.383464,14.110069,65.24095,3.989268,1
7.020368,198.140127,22900.082453,7.133065,333.247775,433.455414,14.103767,66.422342,4.024459,1
3.637171,238.943744,10102.48972,7.532192,337.534425,509.150323,13.81845,49.652834,5.446566,1
6.34702,97.280909,19743.148416,3.402682,305.431236,502.919013,15.094091,86.554168,4.526351,1
7.20339,194.814677,21883.37982,7.064767,332.810433,423.837453,14.259921,66.749682,4.001864,0
7.109047,194.636802,22538.640058,7.261639,333.296053,424.018575,14.592732,65.902766,4.020951,1
7.099309,198.331687,21667.747286,7.155834,333.906237,429.142571,14.088672,66.473272,3.962541,0
7.115352,198.638757,22553.114315,7.166124,331.696451,427.601125,14.587559,66.896463,3.965919,1
7.098446,195.175527,21501.296075,7.097543,334.46609,424.802304,14.213018,67.087488,4.053239,1
6.994714,196.435649,21756.5604,7.109693,332.304754,429.715518,14.173824,66.56685,3.982242,0
7.105019,199.723144,20976.162837,7.093832,339.990785,428.222416,14.604714,68.26776,3.97182,0
7.035994,195.756101,21222.957613,7.10874,334.149827,428.849169,14.439944,65.083093,3.912706,0
7.025518,196.87079,22142.116282,7.127605,336.134282,427.89746,14.189628,64.827599,3.942236,0
7.101052,194.354624,22514.73725,7.221515,331.88408,427.416869,14.28662,66.814741,3.95854,1
6.492403,234.914512,18607.213193,8.620697,302.131306,442.104208,14.116824,65.636759,4.383395,0
7.049055,195.011864,23163.33291,7.265545,334.931969,422.603614,14.39854,64.56694,4.03916,1
6.951358,196.255144,21736.097991,6.98742,332.667963,423.475301,14.534506,65.143963,3.903886,0
6.490923,189.031588,30453.623186,6.060119,297.512799,476.916726,14.97397,47.012889,4.372333,0
7.174334,196.03217,21809.454321,7.231747,330.931698,416.760463,14.197557,67.619048,3.984195,1
7.054078,197.255542,21969.427643,7.144729,336.612483,425.112046,14.32134,66.312798,3.91426,0
7.086502,197.739754,21710.337614,7.127484,334.232728,428.422776,14.33765,66.936494,3.955018,0
7.131514,196.766628,22170.831816,6.873284,330.824422,425.225154,14.555055,67.032403,3.942705,0
7.104253,193.102403,22028.274209,7.264821,334.965383,418.274948,14.313054,65.341179,3.949178,1
7.057899,196.867891,21494.865347,7.201527,332.363188,426.895213,14.51622,67.226753,3.955676,0
6.427512,178.326555,25993.711406,7.294554,329.695223,566.754724,11.97427,60.736723,6.032995,0
6.997251,196.384659,21176.57805,6.975181,332.931947,424.090597,14.420514,66.988878,3.936622,0
7.986018,180.795558,24712.993432,5.687865,287.570884,434.954519,8.642494,84.581963,3.153005,1
7.111277,195.12005,21101.259748,7.188577,336.167088,422.064457,14.314613,66.557863,3.964738,0
7.024302,197.279918,21787.667327,6.996221,336.84094,427.477253,14.290803,66.178825,3.983261,0
6.988046,194.796443,21992.808424,7.107313,331.031501,425.548736,14.253679,67.517736,3.979838,1
9.434006,158.38784,20474.820824,5.857333,285.395112,476.842011,14.38835,73.164778,4.201054,1
7.054347,195.278463,21752.312552,7.003437,333.322234,426.512099,14.390681,67.466244,3.959312,0
7.157926,194.306739,21604.805174,7.123822,332.809925,428.820846,14.388802,66.461867,3.963334,1
6.985304,219.58644,16470.952192,6.445513,339.053992,492.903021,15.804449,70.600683,3.081799,1
7.100368,198.00998,22555.190798,7.132299,330.211174,419.710394,14.247091,65.946917,3.999443,1
5.866251,146.86568,19679.06267,4.86848,320.012372,414.427017,15.522773,84.403684,4.281313,0
7.188062,198.374256,22749.494737,7.267688,329.745549,418.881085,14.483459,66.938101,3.99027,1
10.223862,248.071735,28749.716544,7.513408,393.663396,283.651634,13.789695,84.603556,2.672989,0
7.067303,197.33416,21687.132684,7.06615,331.34836,428.647294,14.507455,66.635922,3.924295,0
7.145147,194.235959,22481.331799,7.358095,333.679909,428.406829,14.229774,66.319012,3.941138,1
7.057539,200.488791,22661.023186,7.2521,332.865094,433.73971,14.394711,66.071327,3.944358,1
7.14626,195.098701,22117.183358,7.160861,333.020818,426.450957,14.437272,66.124496,4.018432,1
7.087395,194.768348,21625.555121,7.151113,335.833809,424.798759,14.239159,67.504327,3.960958,0
7.144268,194.058343,22526.681784,7.167216,332.565939,436.663798,14.209078,65.962015,4.026346,1
7.076579,196.4759,22407.572476,7.282644,332.635493,422.085786,14.193805,65.436686,4.003607,1
7.120187,192.974387,22539.599416,7.180725,333.695428,427.386468,14.648442,66.025391,3.970807,1
7.069227,198.277404,22500.166043,7.103269,333.671546,425.111232,14.254303,68.518226,4.036009,1
7.104746,199.143365,21704.480927,7.110006,331.714435,432.526526,14.290014,65.360077,3.985981,0
7.141334,196.447158,22188.907253,7.171143,332.312207,425.680737,14.138927,66.962883,4.006331,1
7.09421,197.028681,22188.811251,7.175862,333.141705,423.739115,14.43786,66.609034,3.958674,1
7.147714,197.228194,21776.465421,7.288289,334.737347,428.903069,14.083993,67.714813,3.943478,1
6.984406,181.707343,18194.54531,8.263804,371.146458,201.619737,11.267398,68.192658,3.40621,1
7.080369,195.356701,22828.549207,7.326448,334.438551,427.435378,14.320437,65.47005,3.98177,1
7.134927,194.517805,20716.164065,6.99469,333.623054,433.765713,14.931833,65.9217,3.959519,0
7.012522,198.460396,22162.988272,7.089426,332.739245,428.50505,14.327374,66.871766,3.983275,1
7.147403,196.345954,21960.383518,7.275873,331.622081,429.64394,14.161816,67.559007,3.988733,1
6.978845,194.723559,21860.497845,7.135953,332.729667,433.914736,14.018789,67.740025,3.995176,0
7.038786,195.307089,22197.626755,7.170797,336.142801,421.521464,14.181077,66.703594,3.918977,0
7.951451,185.421724,6108.795734,7.117859,344.795681,283.87728,18.904399,85.799759,3.886882,1
7.392084,173.528778,20185.676229,9.120931,384.117247,310.074851,23.317699,81.129543,3.778458,0
7.053264,195.104798,21575.441841,7.088467,332.585325,430.071579,14.450715,65.612111,3.96429,0
7.166935,196.657969,22693.994341,7.15967,330.032777,423.242667,14.43808,68.324711,3.960956,1
7.042946,195.788981,21871.772588,7.047416,334.439846,420.609774,14.486408,66.185394,3.92254,0
6.961808,196.020084,22200.72057,7.013158,334.325685,424.891926,14.180387,67.379338,3.971641,0
5.365192,238.291212,16262.939246,7.507931,255.544678,393.533879,12.465043,27.095703,3.180798,0
7.143315,194.492132,21903.371524,7.068274,333.715952,427.931018,14.319702,66.790648,3.969899,0
7.118537,193.445061,21919.131065,7.155988,333.224033,425.257309,14.331808,66.556539,3.986384,1
7.21722,194.718432,22553.159589,7.102966,333.595307,429.449371,14.296019,66.341832,4.007733,1
7.133626,194.043794,22323.833287,7.036448,335.664995,428.340547,14.292334,64.514947,3.955782,1
7.045168,195.736618,22195.382533,7.080238,334.225883,429.103767,14.357918,65.926289,3.982984,0
7.815122,190.313904,20229.10815,9.186893,335.638726,379.222873,14.979348,73.425428,3.096163,0
6.998086,197.779444,21475.807292,7.101399,331.216501,425.177274,14.389166,65.342638,3.986821,0
7.851926,235.338312,14763.580113,7.741975,338.603322,505.665639,11.86337,49.598381,5.204044,1
9.323584,212.71067,15751.1753,5.50107,296.848512,399.773704,10.622265,74.554285,3.00665,0
7.086886,197.843932,22508.506992,7.241267,332.232891,428.117742,14.445814,66.308843,4.002882,1
7.05308,195.449359,20804.723978,7.060919,332.115751,426.344533,14.330204,67.453171,3.944514,0
7.049118,197.000384,21918.808118,7.162211,333.886372,427.691507,14.323886,66.171147,3.975962,0
6.973522,196.148237,21643.854181,6.993013,334.842829,433.103473,14.524952,64.630939,3.923767,0
7.03825,193.912936,22188.519856,7.081629,326.056436,420.698375,14.307925,66.768263,4.010919,1
7.226593,207.832229,22097.413223,5.862717,354.708382,353.654046,10.401056,66.86414,4.337117,1
7.119451,195.473826,21902.834752,7.023995,334.734781,423.54083,14.33542,66.604978,3.996136,1
7.313114,197.044936,22028.360037,7.202948,329.221073,429.288082,14.318907,65.72996,3.954484,1
6.867247,194.554897,21619.33183,7.131312,331.483758,425.592288,14.452817,66.227576,3.939506,0
7.097832,196.571353,22422.181245,7.170873,334.055552,426.627168,14.388101,65.046984,3.996835,1
7.00942,199.920096,21621.99702,6.934581,330.20243,425.758567,14.478555,68.205703,3.961528,0
7.191276,193.169182,22703.991753,7.276274,333.83982,428.788084,14.225956,66.795884,3.982596,1
7.119949,198.508183,21781.848525,7.130578,331.290889,432.596699,14.251711,66.820034,3.97582,0
7.12159,194.723736,21293.343773,6.901275,336.778726,427.575147,14.602554,65.66718,3.987803,0
7.202421,194.979941,21038.451541,7.21273,336.393782,424.69383,14.085084,65.150902,3.946412,0
7.128532,195.83266,23217.347405,7.172382,335.271753,422.010457,14.407937,66.942444,3.921244,1
7.103446,196.69636,22403.893786,7.083168,334.174496,423.864028,14.138182,68.376603,3.990842,1
7.008632,198.594043,21931.295946,7.102627,333.691036,423.191886,14.350474,64.633054,3.969067,0
5.685216,154.570002,17628.043059,6.664444,390.094731,324.427772,17.352586,67.4073,4.066157,1
7.13251,194.860322,21590.908776,7.067235,332.585722,429.124818,14.185087,65.507998,3.959929,0
7.076314,201.347863,22397.525944,7.072979,333.716629,435.336489,14.407094,67.537891,4.095945,1
7.17838,196.348087,21635.148895,7.097609,335.58001,430.050209,14.651687,66.093831,3.952658,0
7.064841,193.775001,21843.503238,7.103018,334.197366,426.995713,14.089723,67.239611,3.89669,0
6.739158,156.482759,30950.6811,6.54309,363.179624,425.288837,11.653458,70.367049,5.214484,0
6.938331,193.644172,21528.698942,7.114006,333.478033,427.115056,14.473248,66.699791,3.967817,0
7.114278,197.028556,22232.129219,7.117125,332.520343,424.031168,14.224527,66.769986,3.900141,1
7.100187,194.418927,22330.080735,7.24375,327.888624,429.605215,14.297918,66.483204,3.965601,1
7.074241,193.969834,22113.728206,7.129463,329.366313,424.697731,14.375685,68.351969,4.050681,1
9.092223,181.101509,17978.986339,6.5466,310.135738,398.410813,11.558279,31.997993,4.075075,0
7.214122,194.537773,23144.603782,7.273212,332.156998,423.947826,14.513031,65.641761,3.926539,1
7.098799,196.190509,21923.477746,7.128209,332.693667,421.217176,14.366273,66.395444,4.047417,1
5.555353,154.300684,20503.430055,9.644997,313.470297,355.206968,18.46869,75.140362,4.536146,0
7.090829,194.468614,23043.089826,7.211102,332.648494,421.453941,14.167048,67.31779,3.975903,1
7.073613,198.273907,21346.653545,7.065406,328.688059,429.214435,14.321744,66.067066,3.941386,0
7.202409,196.057586,22620.937984,7.066935,334.954064,430.495791,14.273663,66.677903,3.994592,1
7.581945,193.286463,21675.682866,9.821499,381.930744,414.810985,16.109169,92.609084,4.833346,1
7.138675,194.50153,21649.039476,7.265357,333.215203,421.082086,14.358632,65.561518,3.957135,1
7.080619,197.94692,22493.273711,6.960813,326.898625,424.679165,14.425492,66.344889,3.976267,1
7.123006,197.188981,22073.797359,7.169187,334.275731,427.702642,14.158907,68.39984,3.927393,1
